	poem_name	poem
198	the rape of lucrece	"[""'well, well, dear collatine, thou shalt not know"", 'the stained taste of violated troth;', 'i will not wrong thy true affection so,', 'to flatter thee with an infringed oath;', 'this bastard graff shall never come to growth:', 'he shall not boast who did thy stock pollute', 'that thou art doting father of his fruit.']"
199	the rape of lucrece	"[""'nor shall he smile at thee in secret thought,"", 'nor laugh with his companions at thy state:', 'but thou shalt know thy interest was not bought', ""basely with gold, but stol'n from forth thy gate."", 'for me, i am the mistress of my fate,', 'and with my trespass never will dispense,', 'till life to death acquit my forced offence.']"
200	the rape of lucrece	"[""'i will not poison thee with my attaint,"", ""nor fold my fault in cleanly-coin'd excuses;"", 'my sable ground of sin i will not paint,', ""to hide the truth of this false night's abuses:"", 'my tongue shall utter all; mine eyes, like sluices,', 'as from a mountain-spring that feeds a dale,', ""shall gush pure streams to purge my impure tale.'""]"
201	the rape of lucrece	"['by this, lamenting philomel had ended', 'the well-tuned warble of her nightly sorrow,', 'and solemn night with slow sad gait descended', 'to ugly hell; when, lo, the blushing morrow', 'lends light to all fair eyes that light will borrow:', 'but cloudy lucrece shames herself to see,', ""and therefore still in night would cloister'd be.""]"
202	the rape of lucrece	"['revealing day through every cranny spies,', 'and seems to point her out where she sits weeping;', ""to whom she sobbing speaks: 'o eye of eyes,"", ""why pry'st thou through my window? leave thy peeping:"", 'mock with thy tickling beams eyes that are sleeping:', 'brand not my forehead with thy piercing light,', ""for day hath nought to do what's done by night.'""]"
203	the rape of lucrece	['thus cavils she with every thing she sees:', 'true grief is fond and testy as a child,', 'who wayward once, his mood with nought agrees:', 'old woes, not infant sorrows, bear them mild;', 'continuance tames the one; the other wild,', 'like an unpractised swimmer plunging still,', 'with too much labour drowns for want of skill.']
204	the rape of lucrece	"['so she, deep-drenched in a sea of care,', 'holds disputation with each thing she views,', 'and to herself all sorrow doth compare;', ""no object but her passion's strength renews;"", 'and as one shifts, another straight ensues:', 'sometime her grief is dumb and hath no words;', ""sometime 'tis mad and too much talk affords.""]"
205	the rape of lucrece	"[""the little birds that tune their morning's joy"", 'make her moans mad with their sweet melody:', 'for mirth doth search the bottom of annoy;', 'sad souls are slain in merry company;', ""grief best is pleased with grief's society:"", 'true sorrow then is feelingly sufficed', 'when with like semblance it is sympathized.']"
206	the rape of lucrece	"[""'tis double death to drown in ken of shore;"", 'he ten times pines that pines beholding food;', 'to see the salve doth make the wound ache more;', 'great grief grieves most at that would do it good;', 'deep woes roll forward like a gentle flood,', ""who being stopp'd, the bounding banks o'erflows;"", 'grief dallied with nor law nor limit knows.']"
207	the rape of lucrece	"[""'you mocking-birds,' quoth she, 'your tunes entomb"", ""within your hollow-swelling feather'd breasts,"", 'and in my hearing be you mute and dumb:', 'my restless discord loves no stops nor rests;', 'a woeful hostess brooks not merry guests:', 'relish your nimble notes to pleasing ears;', 'distress likes dumps when time is kept with tears.']"
208	the rape of lucrece	"[""'come, philomel, that sing'st of ravishment,"", ""make thy sad grove in my dishevell'd hair:"", 'as the dank earth weeps at thy languishment,', 'so i at each sad strain will strain a tear,', 'and with deep groans the diapason bear;', ""for burden-wise i'll hum on tarquin still,"", ""while thou on tereus descant'st better skill.""]"
209	the rape of lucrece	"[""'and whiles against a thorn thou bear'st thy part,"", 'to keep thy sharp woes waking, wretched i,', 'to imitate thee well, against my heart', 'will fix a sharp knife to affright mine eye;', 'who, if it wink, shall thereon fall and die.', 'these means, as frets upon an instrument,', 'shall tune our heart-strings to true languishment.']"
210	the rape of lucrece	"[""'and for, poor bird, thou sing'st not in the day,"", 'as shaming any eye should thee behold,', 'some dark deep desert, seated from the way,', 'that knows not parching heat nor freezing cold,', 'will we find out; and there we will unfold', 'to creatures stern sad tunes, to change their kinds:', ""since men prove beasts, let beasts bear gentle minds.'""]"
211	the rape of lucrece	"['as the poor frighted deer, that stands at gaze,', 'wildly determining which way to fly,', ""or one encompass'd with a winding maze,"", 'that cannot tread the way out readily;', 'so with herself is she in mutiny,', 'to live or die which of the twain were better,', ""when life is shamed, and death reproach's debtor.""]"
212	the rape of lucrece	"[""'to kill myself,' quoth she, 'alack, what were it,"", ""but with my body my poor soul's pollution?"", 'they that lose half with greater patience bear it', ""than they whose whole is swallow'd in confusion."", 'that mother tries a merciless conclusion', 'who, having two sweet babes, when death takes one,', 'will slay the other and be nurse to none.']"
213	the rape of lucrece	"[""'my body or my soul, which was the dearer,"", 'when the one pure, the other made divine?', 'whose love of either to myself was nearer,', 'when both were kept for heaven and collatine?', ""ay me! the bark peel'd from the lofty pine,"", 'his leaves will wither and his sap decay;', ""so must my soul, her bark being peel'd away.""]"
214	the rape of lucrece	"[""'her house is sack'd, her quiet interrupted,"", ""her mansion batter'd by the enemy;"", ""her sacred temple spotted, spoil'd, corrupted,"", 'grossly engirt with daring infamy:', ""then let it not be call'd impiety,"", ""if in this blemish'd fort i make some hole"", 'through which i may convey this troubled soul.']"
215	the rape of lucrece	"[""'yet die i will not till my collatine"", 'have heard the cause of my untimely death;', 'that he may vow, in that sad hour of mine,', 'revenge on him that made me stop my breath.', ""my stained blood to tarquin i'll bequeath,"", 'which by him tainted shall for him be spent,', 'and as his due writ in my testament.']"
216	the rape of lucrece	"[""'my honour i'll bequeath unto the knife"", 'that wounds my body so dishonoured.', ""'tis honour to deprive dishonour'd life;"", 'the one will live, the other being dead:', ""so of shame's ashes shall my fame be bred;"", 'for in my death i murder shameful scorn:', 'my shame so dead, mine honour is new-born.']"
217	the rape of lucrece	"[""'dear lord of that dear jewel i have lost,"", 'what legacy shall i bequeath to thee?', 'my resolution, love, shall be thy boast,', 'by whose example thou revenged mayest be.', 'how tarquin must be used, read it in me:', 'myself, thy friend, will kill myself, thy foe,', 'and for my sake serve thou false tarquin so.']"
218	the rape of lucrece	"[""'this brief abridgement of my will i make:"", 'my soul and body to the skies and ground;', 'my resolution, husband, do thou take;', ""mine honour be the knife's that makes my wound;"", 'my shame be his that did my fame confound;', 'and all my fame that lives disbursed be', 'to those that live, and think no shame of me.']"
219	the rape of lucrece	"[""'thou, collatine, shalt oversee this will;"", 'how was i overseen that thou shalt see it!', 'my blood shall wash the slander of mine ill;', ""my life's foul deed, my life's fair end shall free it."", ""faint not, faint heart, but stoutly say 'so be it:'"", 'yield to my hand; my hand shall conquer thee:', ""thou dead, both die, and both shall victors be.'""]"
220	the rape of lucrece	"['this plot of death when sadly she had laid,', 'and wiped the brinish pearl from her bright eyes,', 'with untuned tongue she hoarsely calls her maid,', 'whose swift obedience to her mistress hies;', ""for fleet-wing'd duty with thought's feathers flies."", ""poor lucrece' cheeks unto her maid seem so"", 'as winter meads when sun doth melt their snow.']"
221	the rape of lucrece	"['her mistress she doth give demure good-morrow,', 'with soft-slow tongue, true mark of modesty,', ""and sorts a sad look to her lady's sorrow,"", ""for why her face wore sorrow's livery;"", 'but durst not ask of her audaciously', 'why her two suns were cloud-eclipsed so,', ""nor why her fair cheeks over-wash'd with woe.""]"
222	the rape of lucrece	"['but as the earth doth weep, the sun being set,', ""each flower moisten'd like a melting eye;"", 'even so the maid with swelling drops gan wet', 'her circled eyne, enforced by sympathy', ""of those fair suns set in her mistress' sky,"", 'who in a salt-waved ocean quench their light,', 'which makes the maid weep like the dewy night.']"
223	the rape of lucrece	"['a pretty while these pretty creatures stand,', 'like ivory conduits coral cisterns filling:', 'one justly weeps; the other takes in hand', 'no cause, but company, of her drops spilling:', 'their gentle sex to weep are often willing;', ""grieving themselves to guess at others' smarts,"", 'and then they drown their eyes or break their hearts.']"
224	the rape of lucrece	"['for men have marble, women waxen, minds,', ""and therefore are they form'd as marble will;"", ""the weak oppress'd, the impression of strange kinds"", ""is form'd in them by force, by fraud, or skill:"", 'then call them not the authors of their ill,', 'no more than wax shall be accounted evil', ""wherein is stamp'd the semblance of a devil.""]"
225	the rape of lucrece	"['their smoothness, like a goodly champaign plain,', 'lays open all the little worms that creep;', 'in men, as in a rough-grown grove, remain', 'cave-keeping evils that obscurely sleep:', 'through crystal walls each little mote will peep:', 'though men can cover crimes with bold stern looks,', ""poor women's faces are their own fault's books.""]"
226	the rape of lucrece	"[""no man inveigh against the wither'd flower,"", ""but chide rough winter that the flower hath kill'd:"", ""not that devour'd, but that which doth devour,"", 'is worthy blame. o, let it not be hild', ""poor women's faults, that they are so fulfill'd"", ""with men's abuses: those proud lords, to blame,"", 'make weak-made women tenants to their shame.']"
227	the rape of lucrece	"['the precedent whereof in lucrece view,', ""assail'd by night with circumstances strong"", 'of present death, and shame that might ensue', 'by that her death, to do her husband wrong:', 'such danger to resistance did belong,', 'that dying fear through all her body spread;', 'and who cannot abuse a body dead?']"
228	the rape of lucrece	"['by this, mild patience bid fair lucrece speak', 'to the poor counterfeit of her complaining:', ""'my girl,' quoth she, 'on what occasion break"", 'those tears from thee, that down thy cheeks are', 'raining?', 'if thou dost weep for grief of my sustaining,', 'know, gentle wench, it small avails my mood:', 'if tears could help, mine own would do me good.']"
229	the rape of lucrece	"[""'but tell me, girl, when went'--and there she stay'd"", ""till after a deep groan--'tarquin from hence?'"", ""'madam, ere i was up,' replied the maid,"", ""'the more to blame my sluggard negligence:"", 'yet with the fault i thus far can dispense;', 'myself was stirring ere the break of day,', 'and, ere i rose, was tarquin gone away.']"
230	the rape of lucrece	"[""'but, lady, if your maid may be so bold,"", ""she would request to know your heaviness.'"", ""'o, peace!' quoth lucrece: 'if it should be told,"", 'the repetition cannot make it less;', 'for more it is than i can well express:', ""and that deep torture may be call'd a hell"", 'when more is felt than one hath power to tell.']"
231	the rape of lucrece	"[""'go, get me hither paper, ink, and pen:"", 'yet save that labour, for i have them here.', ""what should i say? one of my husband's men"", 'bid thou be ready, by and by, to bear', 'a letter to my lord, my love, my dear;', 'bid him with speed prepare to carry it;', ""the cause craves haste, and it will soon be writ.'""]"
232	the rape of lucrece	"['her maid is gone, and she prepares to write,', ""first hovering o'er the paper with her quill:"", 'conceit and grief an eager combat fight;', 'what wit sets down is blotted straight with will;', 'this is too curious-good, this blunt and ill:', 'much like a press of people at a door,', 'throng her inventions, which shall go before.']"
233	the rape of lucrece	"[""at last she thus begins: 'thou worthy lord"", 'of that unworthy wife that greeteth thee,', ""health to thy person! next vouchsafe t' afford--"", 'if ever, love, thy lucrece thou wilt see--', 'some present speed to come and visit me.', 'so, i commend me from our house in grief:', ""my woes are tedious, though my words are brief.'""]"
234	the rape of lucrece	"['here folds she up the tenor of her woe,', 'her certain sorrow writ uncertainly.', 'by this short schedule collatine may know', ""her grief, but not her grief's true quality:"", 'she dares not thereof make discovery,', 'lest he should hold it her own gross abuse,', ""ere she with blood had stain'd her stain'd excuse.""]"
235	the rape of lucrece	['besides, the life and feeling of her passion', 'she hoards, to spend when he is by to hear her:', 'when sighs and groans and tears may grace the fashion', 'of her disgrace, the better so to clear her', 'from that suspicion which the world might bear her.', 'to shun this blot, she would not blot the letter', 'with words, till action might become them better.']
236	the rape of lucrece	"['to see sad sights moves more than hear them told;', 'for then eye interprets to the ear', 'the heavy motion that it doth behold,', 'when every part a part of woe doth bear.', ""'tis but a part of sorrow that we hear:"", 'deep sounds make lesser noise than shallow fords,', 'and sorrow ebbs, being blown with wind of words.']"
237	the rape of lucrece	"[""her letter now is seal'd, and on it writ"", ""'at ardea to my lord with more than haste.'"", 'the post attends, and she delivers it,', 'charging the sour-faced groom to hie as fast', 'as lagging fowls before the northern blast:', 'speed more than speed but dull and slow she deems:', 'extremity still urgeth such extremes.']"
238	the rape of lucrece	"[""the homely villain court'sies to her low;"", 'and, blushing on her, with a steadfast eye', 'receives the scroll without or yea or no,', 'and forth with bashful innocence doth hie.', 'but they whose guilt within their bosoms lie', 'imagine every eye beholds their blame;', ""for lucrece thought he blush'd to her see shame:""]"
239	the rape of lucrece	"['when, silly groom! god wot, it was defect', 'of spirit, life, and bold audacity.', 'such harmless creatures have a true respect', 'to talk in deeds, while others saucily', 'promise more speed, but do it leisurely:', 'even so this pattern of the worn-out age', ""pawn'd honest looks, but laid no words to gage.""]"
240	the rape of lucrece	"['his kindled duty kindled her mistrust,', 'that two red fires in both their faces blazed;', ""she thought he blush'd, as knowing tarquin's lust,"", 'and, blushing with him, wistly on him gazed;', 'her earnest eye did make him more amazed:', 'the more she saw the blood his cheeks replenish,', 'the more she thought he spied in her some blemish.']"
241	the rape of lucrece	"['but long she thinks till he return again,', 'and yet the duteous vassal scarce is gone.', 'the weary time she cannot entertain,', ""for now 'tis stale to sigh, to weep, and groan:"", 'so woe hath wearied woe, moan tired moan,', 'that she her plaints a little while doth stay,', 'pausing for means to mourn some newer way.']"
242	the rape of lucrece	"['at last she calls to mind where hangs a piece', ""of skilful painting, made for priam's troy:"", 'before the which is drawn the power of greece.', ""for helen's rape the city to destroy,"", 'threatening cloud-kissing ilion with annoy;', 'which the conceited painter drew so proud,', ""as heaven, it seem'd, to kiss the turrets bow'd.""]"
243	the rape of lucrece	"['a thousand lamentable objects there,', 'in scorn of nature, art gave lifeless life:', ""many a dry drop seem'd a weeping tear,"", ""shed for the slaughter'd husband by the wife:"", ""the red blood reek'd, to show the painter's strife;"", ""and dying eyes gleam'd forth their ashy lights,"", 'like dying coals burnt out in tedious nights.']"
244	the rape of lucrece	['there might you see the labouring pioner', 'begrimed with sweat, and smeared all with dust;', 'and from the towers of troy there would appear', 'the very eyes of men through loop-holes thrust,', 'gazing upon the greeks with little lust:', 'such sweet observance in this work was had,', 'that one might see those far-off eyes look sad.']
245	the rape of lucrece	['in great commanders grace and majesty', 'you might behold, triumphing in their faces;', 'in youth, quick bearing and dexterity;', 'pale cowards, marching on with trembling paces;', 'which heartless peasants did so well resemble,', 'that one would swear he saw them quake and tremble.']
246	the rape of lucrece	"['in ajax and ulysses, o, what art', 'of physiognomy might one behold!', ""the face of either cipher'd either's heart;"", 'their face their manners most expressly told:', ""in ajax' eyes blunt rage and rigor roll'd;"", 'but the mild glance that sly ulysses lent', ""show'd deep regard and smiling government.""]"
247	the rape of lucrece	"['there pleading might you see grave nestor stand,', ""as 'twere encouraging the greeks to fight;"", 'making such sober action with his hand,', ""that it beguiled attention, charm'd the sight:"", ""in speech, it seem'd, his beard, all silver white,"", ""wagg'd up and down, and from his lips did fly"", ""thin winding breath, which purl'd up to the sky.""]"
248	the rape of lucrece	"['about him were a press of gaping faces,', ""which seem'd to swallow up his sound advice;"", 'all jointly listening, but with several graces,', 'as if some mermaid did their ears entice,', 'some high, some low, the painter was so nice;', 'the scalps of many, almost hid behind,', ""to jump up higher seem'd, to mock the mind.""]"
249	the rape of lucrece	"[""here one man's hand lean'd on another's head,"", ""his nose being shadow'd by his neighbour's ear;"", ""here one being throng'd bears back, all boll'n and"", 'red;', ""another smother'd seems to pelt and swear;"", 'and in their rage such signs of rage they bear,', ""as, but for loss of nestor's golden words,"", ""it seem'd they would debate with angry swords.""]"
250	the rape of lucrece	"['for much imaginary work was there;', 'conceit deceitful, so compact, so kind,', ""that for achilles' image stood his spear,"", 'griped in an armed hand; himself, behind,', 'was left unseen, save to the eye of mind:', 'a hand, a foot, a face, a leg, a head,', 'stood for the whole to be imagined.']"
251	the rape of lucrece	"['and from the walls of strong-besieged troy', ""when their brave hope, bold hector, march'd to"", 'field,', 'stood many trojan mothers, sharing joy', 'to see their youthful sons bright weapons wield;', 'and to their hope they such odd action yield,', 'that through their light joy seemed to appear,', ""like bright things stain'd, a kind of heavy fear.""]"
252	the rape of lucrece	"['and from the strand of dardan, where they fought,', ""to simois' reedy banks the red blood ran,"", 'whose waves to imitate the battle sought', 'with swelling ridges; and their ranks began', 'to break upon the galled shore, and than', 'retire again, till, meeting greater ranks,', ""they join and shoot their foam at simois' banks.""]"
253	the rape of lucrece	"['to this well-painted piece is lucrece come,', ""to find a face where all distress is stell'd."", 'many she sees where cares have carved some,', ""but none where all distress and dolour dwell'd,"", 'till she despairing hecuba beheld,', ""staring on priam's wounds with her old eyes,"", ""which bleeding under pyrrhus' proud foot lies.""]"
254	the rape of lucrece	"['in her the painter had anatomized', ""time's ruin, beauty's wreck, and grim care's reign:"", 'her cheeks with chaps and wrinkles were disguised;', 'of what she was no semblance did remain:', 'her blue blood changed to black in every vein,', 'wanting the spring that those shrunk pipes had fed,', ""show'd life imprison'd in a body dead.""]"
255	the rape of lucrece	"['on this sad shadow lucrece spends her eyes,', ""and shapes her sorrow to the beldam's woes,"", 'who nothing wants to answer her but cries,', 'and bitter words to ban her cruel foes:', 'the painter was no god to lend her those;', 'and therefore lucrece swears he did her wrong,', 'to give her so much grief and not a tongue.']"
256	the rape of lucrece	"[""'poor instrument,' quoth she,'without a sound,"", ""i'll tune thy woes with my lamenting tongue;"", ""and drop sweet balm in priam's painted wound,"", 'and rail on pyrrhus that hath done him wrong;', 'and with my tears quench troy that burns so long;', 'and with my knife scratch out the angry eyes', 'of all the greeks that are thine enemies.']"
257	the rape of lucrece	"[""'show me the strumpet that began this stir,"", 'that with my nails her beauty i may tear.', 'thy heat of lust, fond paris, did incur', 'this load of wrath that burning troy doth bear:', 'thy eye kindled the fire that burneth here;', 'and here in troy, for trespass of thine eye,', 'the sire, the son, the dame, and daughter die.']"
258	the rape of lucrece	"[""'why should the private pleasure of some one"", 'become the public plague of many moe?', 'let sin, alone committed, light alone', 'upon his head that hath transgressed so;', 'let guiltless souls be freed from guilty woe:', ""for one's offence why should so many fall,"", 'to plague a private sin in general?']"
259	the rape of lucrece	"[""'lo, here weeps hecuba, here priam dies,"", 'here manly hector faints, here troilus swounds,', 'here friend by friend in bloody channel lies,', 'and friend to friend gives unadvised wounds,', ""and one man's lust these many lives confounds:"", ""had doting priam cheque'd his son's desire,"", ""troy had been bright with fame and not with fire.'""]"
260	the rape of lucrece	"[""here feelingly she weeps troy's painted woes:"", 'for sorrow, like a heavy-hanging bell,', 'once set on ringing, with his own weight goes;', 'then little strength rings out the doleful knell:', 'so lucrece, set a-work, sad tales doth tell', ""to pencill'd pensiveness and colour'd sorrow;"", 'she lends them words, and she their looks doth borrow.']"
261	the rape of lucrece	"['she throws her eyes about the painting round,', 'and whom she finds forlorn she doth lament.', 'at last she sees a wretched image bound,', 'that piteous looks to phrygian shepherds lent:', ""his face, though full of cares, yet show'd content;"", 'onward to troy with the blunt swains he goes,', ""so mild, that patience seem'd to scorn his woes.""]"
262	the rape of lucrece	"[""in him the painter labour'd with his skill"", 'to hide deceit, and give the harmless show', 'an humble gait, calm looks, eyes wailing still,', ""a brow unbent, that seem'd to welcome woe;"", 'cheeks neither red nor pale, but mingled so', 'that blushing red no guilty instance gave,', 'nor ashy pale the fear that false hearts have.']"
263	the rape of lucrece	"['but, like a constant and confirmed devil,', ""he entertain'd a show so seeming just,"", 'and therein so ensconced his secret evil,', 'that jealousy itself could not mistrust', 'false-creeping craft and perjury should thrust', 'into so bright a day such black-faced storms,', 'or blot with hell-born sin such saint-like forms.']"
264	the rape of lucrece	"[""the well-skill'd workman this mild image drew"", 'for perjured sinon, whose enchanting story', 'the credulous old priam after slew;', 'whose words like wildfire burnt the shining glory', 'of rich-built ilion, that the skies were sorry,', 'and little stars shot from their fixed places,', ""when their glass fell wherein they view'd their faces.""]"
265	the rape of lucrece	"['this picture she advisedly perused,', 'and chid the painter for his wondrous skill,', ""saying, some shape in sinon's was abused;"", 'so fair a form lodged not a mind so ill:', 'and still on him she gazed; and gazing still,', 'such signs of truth in his plain face she spied,', 'that she concludes the picture was belied.']"
266	the rape of lucrece	"[""'it cannot be,' quoth she,'that so much guile'--"", ""she would have said 'can lurk in such a look;'"", ""but tarquin's shape came in her mind the while,"", ""and from her tongue 'can lurk' from 'cannot' took:"", ""'it cannot be' she in that sense forsook,"", ""and turn'd it thus,' it cannot be, i find,"", 'but such a face should bear a wicked mind.']"
267	the rape of lucrece	"[""'for even as subtle sinon here is painted."", 'so sober-sad, so weary, and so mild,', 'as if with grief or travail he had fainted,', 'to me came tarquin armed; so beguiled', 'with outward honesty, but yet defiled', 'with inward vice: as priam him did cherish,', 'so did i tarquin; so my troy did perish.']"
268	the rape of lucrece	"[""'look, look, how listening priam wets his eyes,"", ""to see those borrow'd tears that sinon sheds!"", 'priam, why art thou old and yet not wise?', 'for every tear he falls a trojan bleeds:', 'his eye drops fire, no water thence proceeds;', 'those round clear pearls of his, that move thy pity,', 'are balls of quenchless fire to burn thy city.']"
269	the rape of lucrece	"[""'such devils steal effects from lightless hell;"", 'for sinon in his fire doth quake with cold,', 'and in that cold hot-burning fire doth dwell;', 'these contraries such unity do hold,', 'only to flatter fools and make them bold:', ""so priam's trust false sinon's tears doth flatter,"", ""that he finds means to burn his troy with water.'""]"
270	the rape of lucrece	"['here, all enraged, such passion her assails,', 'that patience is quite beaten from her breast.', 'she tears the senseless sinon with her nails,', 'comparing him to that unhappy guest', 'whose deed hath made herself herself detest:', ""at last she smilingly with this gives o'er;"", ""'fool, fool!' quoth she, 'his wounds will not be sore.'""]"
271	the rape of lucrece	"['thus ebbs and flows the current of her sorrow,', 'and time doth weary time with her complaining.', 'she looks for night, and then she longs for morrow,', 'and both she thinks too long with her remaining:', ""short time seems long in sorrow's sharp sustaining:"", 'though woe be heavy, yet it seldom sleeps,', 'and they that watch see time how slow it creeps.']"
272	the rape of lucrece	"[""which all this time hath overslipp'd her thought,"", 'that she with painted images hath spent;', 'being from the feeling of her own grief brought', ""by deep surmise of others' detriment;"", 'losing her woes in shows of discontent.', 'it easeth some, though none it ever cured,', 'to think their dolour others have endured.']"
273	the rape of lucrece	"['but now the mindful messenger, come back,', 'brings home his lord and other company;', 'who finds his lucrece clad in mourning black:', 'and round about her tear-stained eye', ""blue circles stream'd; like rainbows in the sky:"", 'these water-galls in her dim element', 'foretell new storms to those already spent.']"
274	the rape of lucrece	"['which when her sad-beholding husband saw,', 'amazedly in her sad face he stares:', ""her eyes, though sod in tears, look'd red and raw,"", ""her lively colour kill'd with deadly cares."", 'he hath no power to ask her how she fares:', 'both stood, like old acquaintance in a trance,', ""met far from home, wondering each other's chance.""]"
275	the rape of lucrece	"['at last he takes her by the bloodless hand,', ""and thus begins: 'what uncouth ill event"", ""hath thee befall'n, that thou dost trembling stand?"", 'sweet love, what spite hath thy fair colour spent?', 'why art thou thus attired in discontent?', 'unmask, dear dear, this moody heaviness,', ""and tell thy grief, that we may give redress.'""]"
276	the rape of lucrece	"['three times with sighs she gives her sorrow fire,', 'ere once she can discharge one word of woe:', ""at length address'd to answer his desire,"", 'she modestly prepares to let them know', ""her honour is ta'en prisoner by the foe;"", 'while collatine and his consorted lords', 'with sad attention long to hear her words.']"
277	the rape of lucrece	"['and now this pale swan in her watery nest', 'begins the sad dirge of her certain ending;', ""'few words,' quoth she, 'shall fit the trespass best,"", 'where no excuse can give the fault amending:', 'in me moe woes than words are now depending;', 'and my laments would be drawn out too long,', 'to tell them all with one poor tired tongue.']"
278	the rape of lucrece	"[""'then be this all the task it hath to say"", 'dear husband, in the interest of thy bed', 'a stranger came, and on that pillow lay', 'where thou was wont to rest thy weary head;', 'and what wrong else may be imagined', 'by foul enforcement might be done to me,', 'from that, alas, thy lucrece is not free.']"
279	the rape of lucrece	"[""'for in the dreadful dead of dark midnight,"", 'with shining falchion in my chamber came', 'a creeping creature, with a flaming light,', ""and softly cried 'awake, thou roman dame,"", 'and entertain my love; else lasting shame', 'on thee and thine this night i will inflict,', ""if thou my love's desire do contradict.""]"
280	the rape of lucrece	"[""' 'for some hard-favour'd groom of thine,' quoth he,"", ""'unless thou yoke thy liking to my will,"", ""i'll murder straight, and then i'll slaughter thee"", 'and swear i found you where you did fulfil', 'the loathsome act of lust, and so did kill', 'the lechers in their deed: this act will be', ""my fame and thy perpetual infamy.'""]"
281	the rape of lucrece	"[""'with this, i did begin to start and cry;"", 'and then against my heart he sets his sword,', 'swearing, unless i took all patiently,', 'i should not live to speak another word;', 'so should my shame still rest upon record,', 'and never be forgot in mighty rome', ""th' adulterate death of lucrece and her groom.""]"
282	the rape of lucrece	"[""'mine enemy was strong, my poor self weak,"", 'and far the weaker with so strong a fear:', 'my bloody judge forbade my tongue to speak;', 'no rightful plea might plead for justice there:', 'his scarlet lust came evidence to swear', ""that my poor beauty had purloin'd his eyes;"", ""and when the judge is robb'd the prisoner dies.""]"
283	the rape of lucrece	"[""'o, teach me how to make mine own excuse!"", 'or at the least this refuge let me find;', ""though my gross blood be stain'd with this abuse,"", 'immaculate and spotless is my mind;', 'that was not forced; that never was inclined', 'to accessary yieldings, but still pure', ""doth in her poison'd closet yet endure.'""]"
284	the rape of lucrece	"['lo, here, the hopeless merchant of this loss,', ""with head declined, and voice damm'd up with woe,"", 'with sad set eyes, and wretched arms across,', 'from lips new-waxen pale begins to blow', 'the grief away that stops his answer so:', 'but, wretched as he is, he strives in vain;', 'what he breathes out his breath drinks up again.']"
285	the rape of lucrece	"['as through an arch the violent roaring tide', 'outruns the eye that doth behold his haste,', 'yet in the eddy boundeth in his pride', 'back to the strait that forced him on so fast;', ""in rage sent out, recall'd in rage, being past:"", 'even so his sighs, his sorrows, make a saw,', 'to push grief on, and back the same grief draw.']"
286	the rape of lucrece	"['which speechless woe of his poor she attendeth,', 'and his untimely frenzy thus awaketh:', ""'dear lord, thy sorrow to my sorrow lendeth"", 'another power; no flood by raining slaketh.', 'my woe too sensible thy passion maketh', 'more feeling-painful: let it then suffice', 'to drown one woe, one pair of weeping eyes.']"
287	the rape of lucrece	"[""'and for my sake, when i might charm thee so,"", 'for she that was thy lucrece, now attend me:', 'be suddenly revenged on my foe,', 'thine, mine, his own: suppose thou dost defend me', 'from what is past: the help that thou shalt lend me', 'comes all too late, yet let the traitor die;', 'for sparing justice feeds iniquity.']"
288	the rape of lucrece	"[""'but ere i name him, you fair lords,' quoth she,"", 'speaking to those that came with collatine,', ""'shall plight your honourable faiths to me,"", 'with swift pursuit to venge this wrong of mine;', ""for 'tis a meritorious fair design"", 'to chase injustice with revengeful arms:', ""knights, by their oaths, should right poor ladies' harms.'""]"
289	the rape of lucrece	"['at this request, with noble disposition', 'each present lord began to promise aid,', 'as bound in knighthood to her imposition,', ""longing to hear the hateful foe bewray'd."", 'but she, that yet her sad task hath not said,', ""the protestation stops. 'o, speak, ' quoth she,"", ""'how may this forced stain be wiped from me?""]"
290	the rape of lucrece	"[""'what is the quality of mine offence,"", ""being constrain'd with dreadful circumstance?"", 'may my pure mind with the foul act dispense,', 'my low-declined honour to advance?', 'may any terms acquit me from this chance?', ""the poison'd fountain clears itself again;"", ""and why not i from this compelled stain?'""]"
291	the rape of lucrece	"['with this, they all at once began to say,', ""her body's stain her mind untainted clears;"", 'while with a joyless smile she turns away', 'the face, that map which deep impression bears', 'of hard misfortune, carved in it with tears.', ""'no, no,' quoth she, 'no dame, hereafter living,"", ""by my excuse shall claim excuse's giving.'""]"
292	the rape of lucrece	"['here with a sigh, as if her heart would break,', ""she throws forth tarquin's name; 'he, he,' she says,"", ""but more than 'he' her poor tongue could not speak;"", 'till after many accents and delays,', 'untimely breathings, sick and short assays,', ""she utters this, 'he, he, fair lords, 'tis he,"", ""that guides this hand to give this wound to me.'""]"
293	the rape of lucrece	"['even here she sheathed in her harmless breast', 'a harmful knife, that thence her soul unsheathed:', 'that blow did that it from the deep unrest', 'of that polluted prison where it breathed:', ""her contrite sighs unto the clouds bequeath'd"", 'her winged sprite, and through her wounds doth fly', ""life's lasting date from cancell'd destiny.""]"
294	the rape of lucrece	"[""stone-still, astonish'd with this deadly deed,"", 'stood collatine and all his lordly crew;', ""till lucrece' father, that beholds her bleed,"", ""himself on her self-slaughter'd body threw;"", 'and from the purple fountain brutus drew', 'the murderous knife, and, as it left the place,', 'her blood, in poor revenge, held it in chase;']"
